2010-12-30 16:53:41 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/var/www/development/cake_powered/cake/libs/debugger.php, line 684]
2010-12-30 16:53:41 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/var/www/development/cake_powered/cake/libs/debugger.php, line 688]
2010-12-30 16:06:53 Notice: Notice (8): Undefined index: created in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 27]
2010-12-30 16:08:29 Notice: Notice (8): Undefined index: created in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 27]
2010-12-30 16:08:30 Notice: Notice (8): Undefined index: created in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 27]
2010-12-30 16:08:31 Notice: Notice (8): Undefined index: created in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 27]
2010-12-30 23:03:04 Notice: Notice (8): Undefined variable: post in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 3]
2010-12-30 23:31:02 Notice: Notice (8): session_start() [http://php.net/function.session-start]: ps_files_cleanup_dir: opendir(/var/lib/php5) failed: Permission denied (13) in [/var/www/development/cake_powered/cake/libs/cake_session.php, line 587]
2010-12-31 11:14:23 Notice: Notice (8): Undefined index: comment in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 27]
2010-12-31 18:17:05 Notice: Notice (8): Use of undefined constant VALID_NOT_EMPTY - assumed 'VALID_NOT_EMPTY' in [/var/www/development/cake_powered/cake/libs/class_registry.php, line 141]
2011-01-01 14:34:27 Notice: Notice (8): Undefined variable: req in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 17]
2011-01-01 14:34:35 Notice: Notice (8): Undefined variable: req in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 17]
2011-01-01 14:37:34 Notice: Notice (8): Undefined index: body in [/var/www/development/cake_powered/app/views/posts/view.ctp, line 11]
2011-01-01 23:47:04 Notice: Notice (8): Undefined variable: css_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 10]
2011-01-01 23:53:32 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 338]
2011-01-01 23:53:32 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 349]
2011-01-01 23:53:32 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 352]
2011-01-01 23:53:32 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 353]
2011-01-01 23:53:59 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 338]
2011-01-01 23:53:59 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 349]
2011-01-01 23:53:59 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 352]
2011-01-01 23:53:59 Notice: Notice (8): Undefined variable: path in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 353]
2011-01-01 23:54:24 Notice: Notice (8): Uninitialized string offset: 0 in [/var/www/development/cake_powered/cake/libs/view/helpers/html.php, line 352]
2011-01-02 12:46:49 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 12]
2011-01-02 12:50:27 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 19]
2011-01-02 12:50:27 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 26]
2011-01-02 13:13:49 Notice: Notice (8): Undefined index: Created in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 28]
2011-01-02 13:13:49 Notice: Notice (8): Undefined index: Modified in [/var/www/development/cake_powered/app/views/posts/index.ctp, line 31]
2011-01-02 13:22:30 Notice: Notice (8): Undefined variable: page_title in [/var/www/development/cake_powered/cake/libs/view/layouts/flash.ctp, line 24]
2011-01-02 13:22:30 Notice: Notice (8): Undefined variable: url in [/var/www/development/cake_powered/cake/libs/view/layouts/flash.ctp, line 36]
2011-01-02 13:22:30 Notice: Notice (8): Undefined variable: message in [/var/www/development/cake_powered/cake/libs/view/layouts/flash.ctp, line 36]
2011-01-02 13:23:16 Notice: Notice (8): Undefined variable: page_title in [/var/www/development/cake_powered/cake/libs/view/layouts/flash.ctp, line 24]
2011-01-02 13:23:16 Notice: Notice (8): Undefined variable: url in [/var/www/development/cake_powered/cake/libs/view/layouts/flash.ctp, line 36]
2011-01-02 13:23:16 Notice: Notice (8): Undefined variable: message in [/var/www/development/cake_powered/cake/libs/view/layouts/flash.ctp, line 36]
2011-01-02 14:52:03 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/elements/path.ctp, line 1]
2011-01-02 15:20:12 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:23:06 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:23:44 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:26:21 Notice: Notice (8): Undefined variable: url in [/var/www/development/cake_powered/cake/libs/controller/controller.php, line 682]
2011-01-02 15:26:21 Notice: Notice (8): Undefined variable: url in [/var/www/development/cake_powered/cake/libs/controller/controller.php, line 724]
2011-01-02 15:26:35 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:27:03 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:28:15 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:28:45 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:29:12 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:29:40 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:30:40 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:33:20 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:37:40 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-02 15:37:40 Notice: Notice (8): Undefined variable: path_for_layout in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 19]
2011-01-21 20:54:03 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 28]
2011-01-21 20:54:03 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 35]
2011-01-21 20:55:10 Notice: Notice (8): session_start() [http://php.net/function.session-start]: ps_files_cleanup_dir: opendir(/var/lib/php5) failed: Permission denied (13) in [/var/www/development/cake_powered/cake/libs/cake_session.php, line 587]
2011-01-21 21:03:11 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 28]
2011-01-21 21:03:11 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 35]
2011-01-21 21:06:10 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 28]
2011-01-21 21:06:10 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 35]
2011-01-25 00:13:28 Notice: Notice (8): session_start() [http://php.net/function.session-start]: ps_files_cleanup_dir: opendir(/var/lib/php5) failed: Permission denied (13) in [/var/www/development/cake_powered/cake/libs/cake_session.php, line 587]
2011-01-30 15:42:47 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 20]
2011-01-30 15:42:55 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 20]
2011-01-30 15:42:56 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 20]
2011-01-30 15:42:58 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 20]
2011-01-30 15:43:00 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 20]
2011-01-30 15:43:01 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 20]
2011-01-30 15:49:00 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:01 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:03 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:04 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:04 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:05 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:12 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:12 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:13 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:49:39 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 21]
2011-01-30 15:50:05 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:50:25 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:51:05 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:51:17 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:52:28 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:25 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:29 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:30 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:30 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:33 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:44 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:47 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 15:56:48 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:26:23 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:26:25 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:26:30 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:26:34 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:26:46 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:27:14 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:27:53 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:42:23 Notice: Notice (8): Undefined property: View::$session in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 24]
2011-01-30 16:42:23 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:42:23 Notice: Notice (8): Undefined property: View::$session in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 24]
2011-01-30 16:42:30 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:44:55 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:49:19 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:49:25 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:49:27 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 16:50:04 Notice: Notice (8): Undefined variable: some_var in [/var/www/development/cake_powered/app/views/layouts/default.ctp, line 23]
2011-01-30 17:17:09 Notice: Notice (8): session_start() [http://php.net/function.session-start]: ps_files_cleanup_dir: opendir(/var/lib/php5) failed: Permission denied (13) in [/var/www/development/cake_powered/cake/libs/cake_session.php, line 587]
2011-01-30 18:02:18 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 38]
2011-01-30 18:02:18 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 45]
2011-01-30 18:03:44 Notice: Notice (8): Undefined variable: id in [/var/www/development/cake_powered/app/controllers/posts_controller.php, line 38]
